ean,codigo,descricao,quant. imagens,importado
71141,1488704,ARAME FARPADO GERDAU 250M,0,Sim
7417,1126519,ARAME FARPADO GERDAU 500M ***,0,Sim
7418,1126521,ARAME FARPADO MOTTO 500M,0,Sim
70866,1488700,ARAME FARPADO NELORE 250M,0,Sim
53547,1488669,ARAME FARPADO NELORE 500M***,0,Sim
31569,1488606,ARAME PRETO N18,0,Sim
23274,1304459,ARLA SUPER 20L,1,Sim
7898236717129,1496306,ARROZ 101 BRANCO 1KG,0,Sim
7898236717105,1496308,ARROZ 101 PARB 1KG,0,Sim
35351,1296814,ARROZ ALTEZA BRANCO 1KG,0,Sim
35350,1297022,ARROZ ALTEZA PARBO 1KG,1,Sim
7893500000000,1488892,ARROZ BELEZA BRANCO 1KG **,0,Sim
7891450000000,1488867,ARROZ BRASIL PARBOLIZADO 1KG,0,Sim
37638,1306091,ARROZ BRILHANTE BRANCO 1KG,1,Sim
7898460000000,1030626,ARROZ BRILHANTE INTEGRAL 1KG,0,Sim
37639,1296435,ARROZ BRILHANTE PARB 1KG,0,Sim
7896800000000,1488994,ARROZ BRILHANTE PARB 1KG,0,Sim
78048,1496314,ARROZ BURITI PARB 1KG,0,Sim
27971,1290828,ARROZ CAMIL BRANCO 1KG TIPO 1***,0,Sim
72901,1496317,ARROZ CAMIL PARBOLIZADO 1KG TIPO 1,0,Sim
27970,1310084,ARROZ CELIA BRANCO 1KG,0,Sim
27968,1310082,ARROZ CELIA PARBOLIZADO 1KG,0,Sim
59377,1487847,ARROZ EMOCOES INTEGRAL 1KG,0,Sim
77359,1496321,ARROZ FAZENDA BRANCO 1KG,0,Sim
773600,1496323,ARROZ FAZENDA PARBOLIZADO 1KG,0,Sim
7894000000000,1488895,ARROZINA 180G,0,Sim
7894000210025,421301,ARROZINA 180G,8,Sim
28318,1290630,ARROZ ITAGUARY BRANCO 1KG,0,Sim
75754,1496326,ARROZ ITAGUARY INTEGRAL 1KG,0,Sim
28317,1297966,ARROZ ITAGUARY PARBOLIZADO 1KG,0,Sim
71175,1496329,ARROZ NAMORADO BRANCO 1KG,0,Sim
71176,1496331,ARROZ NAMORADO PARBO 1KG,0,Sim
7896020000000,1488917,ARROZ PAI JOAO BRANCO 1KG,0,Sim
25823,1496333,ARROZ PANELACO BRANCO 1KG,0,Sim
2338,573793,ARROZ PANELACO INTEGRAL 1KG,0,Sim
7897170000000,1489016,ARROZ PANELACO INTEGRAL 1KG,0,Sim
22561,1309156,ARROZ PANELACO PARB 1KG,0,Sim
51393,1496337,ARROZ RAMPINELLI BRANCO  TP 1 1KG,0,Sim
46034,1496341,ARROZ RAMPINELLI PARBOLIZADO  TP 1 1KG,0,Sim
460340,1496339,ARROZ RAMPINELLI PARBOLIZADO  TP 1 1KG,0,Sim
7896038321056,422827,ARROZ TIO URBANO BRANCO 1KG,6,Sim
27969,1301733,ARROZ URBANO PARBOILIZADO 1KG,0,Sim
79589,1488019,ARROZ VO OLIMPIO T1 PARB 1KG,0,Sim
7898907120210,1496345,ARROZ ZANATTA BRANCO TP 1 1KG,0,Sim
7898977120325,1496347,ARROZ ZANATTA PARBOILIZADO TP 1 1KG ,0,Sim
7898980000000,1489126,ARROZ ZANATTA PARBOILIZADO TP 1 1KG ,0,Sim
3350,1488537,ASEPTOL  TRAD .90ML,0,Sim
1400,1137279,ASSOLAN 8X1,0,Sim
7896090000000,1488928,ASSOLAN 8X1,0,Sim
69080,1496352,ASSOLAN EMB. NOVA ,0,Sim
690800,1496350,ASSOLAN EMB. NOVA ,0,Sim
7898940000000,1030332,ATUM PEDACOS EM OLEO R.CRUSOE 170G,0,Sim
2391,573657,ATUM RALADO COQUEIRO 170G ,0,Sim
7436,1126554,ATUM RALADO GOMES DA COSTA 170G,0,Sim
71164,1496356,ATUM RALADO R.CRUSOE M. TOMATE 170G***,0,Sim
71165,1496358,ATUM RALADO R.CRUSOE OLEO 170G***,0,Sim
17204,1496360,ATUM SOLIDO COQUEIRO 170G,0,Sim
7891167011755,421785,ATUM SOLIDO GOMES DA COSTA 170G***,15,Sim
73594,1496363,ATUM SOLIDO R.CRUSOE OLEO 170G***,0,Sim
7894321219721,421310,AVEIA QUAKER FLOCOS FINO CAIXA 165G,4,Sim
7894321208022,421311,AVEIA QUAKER FLOCOS FINO LATA 450G,8,Sim
7892840815264,729327,AVEIA QUAKER FLOCOS FINOS CAIXA 450G,4,Sim
39622,1297073,AVEIA QUAKER FLOCOS REGULAR CAIXA 165G,1,Sim
7892840815271,728771,AVEIA QUAKER FLOCOS REGULAR CAIXA 450G,3,Sim
39502,1191640,AVEIA QUAKER FLOCOS REGULAR LATA 450G,1,Sim
5601220000000,1488786,AZEITE ANDORINHA EXTRA VIRGEM 500ML,0,Sim
7896370000000,1030225,AZEITE DE DENDE MARIZA  200ML,0,Sim
37701,1287129,AZEITE DE OLIVA GALLO TIPO UNIC VD 250ML,1,Sim
5601252106288,421740,AZEITE DE OLIVA GALLO TIPO UNIC VD 250ML,6,Sim
7580,1127077,AZEITE DE OLIVA GALLO TIPO UNIC VD 500ML,0,Sim
75800,1496373,AZEITE DE OLIVA GALLO TIPO UNIC VD 500ML,0,Sim
5601250000000,1488788,AZEITE DE OLIVA GALLO T. UNICO LT 500ML ,0,Sim
7898070000000,1489067,AZEITE DE OLIVA LISBOA ***,0,Sim
7790070000000,1488816,AZEITE EXTRA VIRGEM COCINERO 250ML,0,Sim
284390,1496377,AZEITE GALLO EXTRA VIRGEM VIDRO 250ML,0,Sim
5601252102433,421751,AZEITE GALLO EXTRA VIRGEM VIDRO 250ML,5,Sim
29945,1496380,AZEITE GALLO EXTRA VIRGEM VIDRO 500ML,0,Sim
5601252231164,421752,AZEITE GALLO EXTRA VIRGEM VIDRO 500ML,6,Sim
59601,1487851,AZEITONA VERDE MANZAL VD 100G *D,0,Sim
55940,1496382,AZEITONA VERDE OLE  SACHE 100G,0,Sim
80380,1488033,AZEITONA VERDE OLE VIDRO 100G,0,Sim
7898137930665,1496384,AZEITONA VERDE VALE FERTIL 100G***,0,Sim
18844,1284924,BABY FRUT ALIM. INF. LARANJ/MAMAO 120G*D,0,Sim
56277,1487822,BACIA PLASTICO Nº 22,0,Sim
56276,1487820,BACIA PLASTICO Nº 24,0,Sim
34712,1487748,BACIA PLASTICO Nº 24 RASO,0,Sim
2112350000000,1488756,BACIA PLASTICO Nº 29,0,Sim
57330,1487831,BACIA PLASTICO Nº 32,0,Sim
56275,1487818,BACIA PLASTICO Nº 35,0,Sim
8515,1487631,BACIA PLASTICO Nº 45 FUNDA,0,Sim
56274,1487816,BACIA PLASTICO Nº 45 RASA,0,Sim
38130,1291415,BALA ICE KISS CHICLE MORANGO ,0,Sim
17230,1487667,BALA ICE KISS TENTACAO ORIGINAL 600G,0,Sim
7896670000000,1488986,BALA SANTA FE MAST PIPPER FALCHI 600G,0,Sim
6755,1347890,BALDE ABERTO SIMPLES 10L,0,Sim
8518,1487633,BALDE ABERTO SIMPLES 10L,0,Sim
375,710290,BALDE P/CONSTRUCAO,0,Sim
8519,1487635,BALDE P/CONSTRUCAO,0,Sim
85190,1496387,BALDE P/CONSTRUCAO,0,Sim
39906,1306554,BANDA DE GADO ***,0,Sim
214201,1488091,BANDEJA ISOPOR B3 C/10***,0,Sim
21740,1487705,BANDEJA ISOPOR B4 C/100,0,Sim
46079,1487777,BANDEJA LAMINADA Nº 4 REDONDA,0,Sim
20497,1487692,BANDEJA LAMINADA Nº 5 RETANGULAR,0,Sim
20498,1487694,BANDEJA LAMINADA Nº 7 RETANGULAR,0,Sim
8520,1496390,BARALHO COPAG 139,0,Sim
7898650000000,1030989,BARBANTE NYLON ,0,Sim
785964000000,1488744,BARLA ANTISSEPTICO 80GR,0,Sim
7898050000000,1145616,BARRAGE 1L,0,Sim
7896775400359,472310,BEB. LACTEA CHOCOLATE JAGUARIBE 200ML,3,Sim
7896780000000,1488991,BEB. LACTEA CHOCOLATE JAGUARIBE 200ML,0,Sim
62661,1496393,BEB. LACTEA CHOCOLATE MOCOQUINHA 200ML,0,Sim
20925,1487697,BEXIGA SORT.PC C/50 UND,0,Sim
7604,1127444,BISC. ESTRELA ROSQUINHA COCO  300G,3,Sim
5006,1336526,BISCOITO AGUA E SAL ESTRELA PELAGIO 400G,0,Sim
67536,1496429,BISCOITO AGUA E SAL FORTALEZA 350G,0,Sim
7897624110436,1496431,BISCOITO COELHO COQUINHO 300G,0,Sim
7897624110931,1496433,BISCOITO COELHO DELICINHA DE LEITE 300G,0,Sim
7897624110344,1496435,BISCOITO COELHO DELICINHA SALGADO 300G,0,Sim
7897624111075,1496437,BISCOITO COELHO FOFIM DOCE 300G,0,Sim
7897624110511,1496439,BISCOITO COELHO MAIZENA 300G,0,Sim
7590,710236,BISCOITO COELHO MINI CRACKER 300G,0,Sim
7897620000000,1489049,BISCOITO COELHO MINI CRACKER 300G,0,Sim
36866,1496442,BISCOITO COELHO SORTIDA DOCE 300G,0,Sim
67023,1496444,BISCOITO CREAM CRACKER FORTALEZA 350G,0,Sim
5397,1127641,BISCOITO CREAM CRACKER RICHESTER 400G,0,Sim
66989,1496446,BISCOITO CREAM CRACKER SUPERIOR 350G,0,Sim
7891152301052,420640,BISCOITO CREAM CRACKER SUPERIOR 400G,2,Sim
7891152801514,1074892,BISCOITO CREAM CRACKER TOSTADINHA 350G,4,Sim
55795,1496450,BISCOITO FOLHADA ALHO RAINHA 300G,0,Sim
55796,1496452,BISCOITO FOLHADA CEBOLA RAINHA 300G,0,Sim
55797,1496454,BISCOITO FOLHADA MANTEIGA RAINHA 300G,0,Sim
7891152321296,420669,BISCOITO FORTALEZA DOCE 400G,5,Sim
7891152321326,420671,BISCOITO FORTALEZA FOFITOS COCO 400G,4,Sim
7891152321319,420674,BISCOITO FORTALEZA FOFITOS LEITE 400G,6,Sim
14820,1487663,BISCOITO FORTALEZA LEITE AMANTEIGAD 400G,0,Sim
7891152321302,420672,BISCOITO FORTALEZA SALGADO 400G,6,Sim
7896264601328,420729,BISCOITO MAIZENA ESTRELA 400G **,5,Sim
68269,1496461,BISCOITO MAIZENA FORTALEZA 350G,0,Sim
7891152301175,420741,BISCOITO MAIZENA SUPERIORE 350G,4,Sim
7891152321166,420734,BISCOITO MARIA FORTALEZA 350G,2,Sim
68874,1488698,BISCOITO MARIA FORTALEZA 400G,0,Sim
7891152301168,420740,BISCOITO MARIA SUPERIORE 350G,1,Sim
52370,1496466,BISCOITO MINI CRACKER RAINHA 300G,0,Sim
52372,1496468,BISCOITO MINI LEITE RAINHA 300G,0,Sim
52374,1496470,BISCOITO MINI MAIZENA RAINHA 300G,0,Sim
14761,1279378,BISCOITO PELAGGIO MARIA CHOCOLATE 400G,0,Sim
178840,1488067,BISCOITO RECHEADO PELAGIO B.NERO 120G,0,Sim
14077,1274521,BISCOITO RECHEADO PELAGIO NAPOLITANO 55G,2,Sim
7891152801712,1496472,BISCOITO ROSQUINHA FORTALEZA CHOCOL 300G,0,Sim
7891152801729,1496474,BISCOITO ROSQUINHA FORTALEZA COCO 300G,0,Sim
7891152801705,1496476,BISCOITO ROSQUINHA FORTALEZA LEITE 300G,0,Sim
178910,1488069,BISCOITO WAFER PELAGIO,0,Sim
65996,1496478,BISCOITO WAFER RICH CHOCOLATE 80G,0,Sim
65997,1496480,BISCOITO WAFER RICH ESCURETO 80G,0,Sim
7891152300390,469596,BISCOITO WAFER RICHESTER BROWNIE 87G,0,Sim
66172,1496482,BISCOITO WAFER RICH MORANGO 80G,0,Sim
7891150000000,1227928,BISCOITO WAFER RICH MOUSSE/LIMAO 100G***,0,Sim
66092,1496484,BISCOITO WAFER RICH MOUSSE LIMAO 80G,0,Sim
55573,1496396,BISC. RANCHEIRO ROSQ. COCO TRAD 300G,0,Sim
7896250000000,1488940,BISC. RANCHEIRO ROSQ. COCO TRAD 700G,0,Sim
67488,1496402,BISC. RECHEADO RICH. CHOC. BRANCO 125G,0,Sim
70180,1496400,BISC. RECHEADO RICH. CHOC BRAN/LIMAO 125,0,Sim
68338,1496398,BISC. RECHEADO  RICH. CHOC C/ MORAN 125G,0,Sim
68345,1496404,BISC. RECHEADO RICH. CHOCOLATE 125G C/36,0,Sim
19200,994861,BISC. RECHEADO RICH. CHOCOLATE 125G C/40,0,Sim
7462,1126624,BISC. RECHEADO RICH. CHOCOLATE 125G C/40,0,Sim
7450,1126598,"BISC. RECHEADO RICH. CHOCOLATE 35,6G",0,Sim
58667,1496421,"BISC. RECHEADO RICH.CHOCOLATE  71,2G",0,Sim
67539,1496408,BISC. RECHEADO RICH. ESCURETO 125G C/36,0,Sim
78911500000000,1489189,BISC. RECHEADO RICH. ESCURETO 125G C/36,0,Sim
74550,1488568,BISC. RECHEADO RICH. ESCURETO 125G C/40,0,Sim
30265,1496410,"BISC. RECHEADO RICH. ESCURETO 35,6G",0,Sim
58668,1496423,"BISC. RECHEADO RICH.ESCURETO  71,2G",0,Sim
7460,1126620,BISC. RECHEADO RICH. ESCURETO 80G *,0,Sim
67490,1496414,BISC. RECHEADO RICH. FLOCOS 125G,0,Sim
68913,1496412,BISC. RECHEADO RICH. F NEGRA 125G,0,Sim
68026,1496416,BISC. RECHEADO RICH. MORANGO 125G C/36,0,Sim
7891152300550,420785,BISC. RECHEADO RICH. MORANGO 125G C/40,6,Sim
68334,1496419,"BISC. RECHEADO RICH. MORANGO 35,6G",0,Sim
58669,1496425,"BISC. RECHEADO RICH.MORANGO 71,2G",0,Sim
178770,1488065,BISC. RECHEADO RICH. MORANGO 80G,0,Sim
70181,1496427,BISC. RECHEADO RICH.TRIPLO CHOCOLATE 125,0,Sim
14908,1496488,BOLINHO ANIMADOS ZOO BAUNILHA C/CHOCO40G,0,Sim
7891152342031,420865,BOLINHO ANIMADOS ZOO BAUNILHA C/ MOR 40G,6,Sim
14907,1496490,BOLINHO ANIMADOS ZOO BRIGADEIRO 40G,0,Sim
7891152342116,420866,BOLINHO ANIMADOS ZOO CHOCOLATE 40G,4,Sim
12345678910,641743,BOM AR AEROSOL AIR WICK CEDRO E LA 360ML,0,Sim
277290,1488095,BOM AR AEROSOL AIR WICK VIDA DOCE 360ML,0,Sim
7891000467404,275404,BOMBONS ESPECIALIDADES NESTLE 300G,1,Sim
70360,1496499,BOMBONS FINOS GAROTOS AMARELO 250G,0,Sim
7891008121025,273231,BOMBONS FINOS GAROTOS AMARELO 250G,1,Sim
7896019602105,288945,BOMBONS OURO BRANCO 1KG,29,Sim
7891008179019,421446,BOMBONS SERENATA DE AMOR ,0,Sim
7896019602006,288045,BOMBONS SONHO DE VALSA ,22,Sim
7896019606226,287745,"BOMBONS VARIEDADES LACTA 250,6G",1,Sim
7898530000000,1031319,BOMBONS VARIEDADES LACTA UND,0,Sim
7897259401466,421046,BOM DA FESTA BEIJINHO SACHE 385G,5,Sim
7897259401442,421048,BOM DA FESTA BRIGADEIRO SACHE 385G,5,Sim
72507,1496495,BOM DA FESTA CHOCOLATE SACHE 385G ,0,Sim
7896330000000,1030299,BORRACHA CIS FANTAISA NEON,0,Sim
7896340000000,1488955,BORRACHA PONTEIRA C/100 (PACOTE),0,Sim
7897720000000,1489053,CABIDE PLASTICO C/5,0,Sim
46059,1488653,CABO P/VASSOURA**D,0,Sim
789828501324,1496505,CADERNETA P. 40X40FLS PANAMERICANA R3132,0,Sim
7898570000000,1030259,CADERNETA P. 40X40FLS PANAMERICANA R3132,0,Sim
7898916901404,428837,CADERNETA TERRA DO SOL C/20X48 FLS,1,Sim
46840,1487779,CADERNO CD 10 MAT. ANIMAL GIRL 200FLS,0,Sim
46842,1488655,CADERNO CD 15 MAT. CAES E GATOS 300FLS,0,Sim
42095,1292934,CADERNO C.D 192FLS MONSTER TRUCK  PC/4,1,Sim
42094,1297997,CADERNO C.D 96FLS STTREET RACE PC/5,1,Sim
8357,591471,CADERNO ESCOLAR ,2,Sim
4370,573167,CAFE KIMIMO ALMOFADA 250G,0,Sim
8559,593927,CAFE KIMIMO AVACUO 250G,1,Sim
42735,1001939,CAFE MAIS SABOR AVACUO 250G,1,Sim
7898920000000,1030205,CAFE MAIS SABOR AVACUO 250G,0,Sim
1981,1125819,CAFE MARATA 100G,0,Sim
1982,1303159,CAFE MARATA ALMOFADA250G,0,Sim
17652,1289428,CAFE MARATA AVACUO 250G,2,Sim
7896089012637,420917,CAFE PILAO 250G,10,Sim
7896089016291,420914,CAFE PILAO EXTRA FORTE AVACUO 250G,4,Sim
52528,1496517,CAFE PURO ALMOFADA 250G,0,Sim
789286200510,1496519,CAFE PURO AVACUO 250G,0,Sim
1664,1046361,CAFE SANTA CLARA 100G,2,Sim
7896224813082,420926,CAFE SANTA CLARA ALMOFADA 250G,15,Sim
7896224814126,420920,CAFE SANTA CLARA AVACUO 250G,6,Sim
7896224800594,800422,CAFE SANTA CLARA PREMIUM AVACUO 250G,4,Sim
7891910000000,1488876,CAFE UNIAO AVACUO 250G,0,Sim
80053,1496525,CAFE UNIAO AVACUO 250G,0,Sim
48895,1487783,CAIXA P/FRUTA (A M R),0,Sim
7897240900114,1496527,CAJUINA SAO GERALDO 1L,0,Sim
7897240900107,417916,CAJUINA SAO GERALDO 2L,0,Sim
7897240000000,1489022,CAJUINA SAO GERALDO 600ML,0,Sim
76836,1496530,CAJUINA SAO GERALDO LATA 350ML,0,Sim
1158,1488539,CAL C2 LATAS,0,Sim
78950,1488015,CALDO DE ALHO KNORR 57G,0,Sim
7891000522103,275516,CALDO DE CARNE MAGGI 19G,0,Sim
7891000522004,272907,CALDO DE GALINHA MAGGI 19G,0,Sim
793573980939,1496534,CANELA REAL EM PO,0,Sim
793574000000,1488748,CANELA REAL EM PO,0,Sim
703302000000,1488738,CANETA BIC CRISTAL FINA VERMELHA C/50UN,0,Sim
70330129665,429614,CANETA BIC CRISTAL PRETA,4,Sim
70330129634,429615,CANETA BIC CRISTAL VERMELHA ***,9,Sim
70330524378,1488151,CANETA BIC ROUND/DIAMANTE STYLE CX C/50 ,0,Sim
83690,1488057,"CANETA COMPACTO 0,7 FINA AZUL C/100",0,Sim
7897650000000,1030753,CARAMELO SIMONETTO MEIO MEIO 600G,0,Sim
7899570000000,1489139,CARNE BONFIAM BERTIN 320G,0,Sim
61418,1487866,CARNE BORDON FIAMBRE CILINDRICA 300G,0,Sim
7505,1126691,CARNE BORDON FIAMBRE QUADRADA 320G,0,Sim
44509,1496537,CARNE FIAMBRE ODERICH 320G,0,Sim
61419,1487868,CARNE FIAMBRE ODERICH 420G,0,Sim
58099,782960,CARNE FIAMBRE ODERICH QUADR 320G,2,Sim
39907,1287157,CARNEIRO,0,Sim
261266,1488601,CARRAPATICIDA BARRAGE 20ML,0,Sim
7898049710157,867643,CARRAPATICIDA BARRAGE 20ML,1,Sim
7909810000000,1489162,CARTAGO DETROIT GASPER AD,0,Sim
18039,1487679,CARTAO TELEFONICO 20 CREDITOS ,0,Sim
18040,1487681,CARTAO TELEFONICO 40 CREDITOS,0,Sim
1321530000000,1488752,CARVAO VEGETAL PHOENIX 3KG,0,Sim
179010,1488071,CASCA DE SOJA 30KG,0,Sim
7896575091689,1496541,CASTANHA CAJUCA ASSADA S/OLEO PCT 100G,0,Sim
7896575091566,1496543,CASTANHA CAJUCA ASSADA S/OLEO PCT 50G,0,Sim
78580,1488009,CASTANHA CAJUCA COM SAL PCT 250G,0,Sim
7896575091559,1496545,CASTANHA CAJUCA COM SAL PCT 500G,0,Sim
7896575091733,1496547,CASTANHA CAJUCA COM SAL POTE 280G,0,Sim
7896575091528,1496549,CASTANHA CAJUCA COM SAL POTE 550G,0,Sim
7896575091542,1496551,CASTANHA CAJUCA NATURAL PCT 500G,0,Sim
7896575091580,1496553,CASTANHA CAJUCA NATURAL PCT 50G,0,Sim
7896580000000,1488981,CASTANHA CAJUCA NATURAL PCT 50G,0,Sim
78579,1488007,CASTANHA CAJUCA SEM OLEO PCT 250G,0,Sim
7896575091535,1496555,CASTANHA CAJUCA SEM OLEO PCT 500G,0,Sim
7896575091474,1496557,CASTANHA CAJUCA SEM OLEO POTE 170G,0,Sim
7896575091719,1496559,CASTANHA CAJUCA SEM OLEO POTE 280G,0,Sim
7896575091504,1496561,CASTANHA CAJUCA SEM OLEO POTE 550G,0,Sim
7896575091573,1496563,CASTANHA CAJUCA TORRADA COM SAL PCT 50G,0,Sim
28308,1278475,CASTANHA DE CAJU 100G,1,Sim
320350,1488097,CASTANHA DE CAJU 100G,0,Sim
36085,1488617,CASTANHA DE CAJU CURICACA/17,0,Sim
36084,1488615,CASTANHA DE CAJU PICADINHA/17,0,Sim
40601,997958,CATCHUP GOSTOSAO 3 KG**,1,Sim
7896041172508,855062,CAT CHUP ODERICH 200G,2,Sim
55188,1496566,CAT CHUP ODERICH SACHET 200G,0,Sim
78430,1496569,CATCHUP PREMIUM REGINA 12X385G ,0,Sim
7891242072428,115506,CERA BRILHOWAX INCOLOR 750ML,3,Sim
7891242072442,115508,CERA BRILHOWAX VERMELHA,2,Sim
26578,1300341,CERA CARNU C/SILICONE 200G,0,Sim
67933,1496573,CERVEJA AMSTEL 350ML,0,Sim
78905276,1488137,CERVEJA ANTARCTICA 600ML***,0,Sim
6845,1487617,CERVEJA BRAHMA 1L,0,Sim
4367,1487606,CERVEJA BRAHMA 600ML***,0,Sim
42932,1297849,CERVEJA BRAHMA DUPLO MALTE,1,Sim
7891991010832,417845,CERVEJA BUDWEISER 330ML,0,Sim
7891149108718,792392,CERVEJA CORONA  330ML,4,Sim
51931,1488665,CERVEJA CRISTAL PILSEN 600ML,0,Sim
40594,1291959,CERVEJA DEVASSA PURO MALTE 350ML,1,Sim
7898900000000,1030176,CERVEJA DEVASSA PURO MALTE 350ML,0,Sim
41713,1297034,CERVEJA HEINEKEN  330ML,1,Sim
78936683,791235,CERVEJA HEINEKEN  330ML,2,Sim
27681,1295783,CERVEJA ITAIPAVA 350ML,0,Sim
276820,1488093,CERVEJA ITAIPAVA 600ML,0,Sim
49290,1496581,CERVEJA PETRA PURO MALTE LT 350ML,0,Sim
7896050000000,1488921,CERVEJA SCHINCARIOL LATA 350ML,0,Sim
7896052600014,285882,CERVEJA SCHINCARIOL LATA 350ML,1,Sim
7891149200504,417885,CERVEJA SKOL 350ML,5,Sim
7891990000000,824485,CERVEJA SKOL BEATS CAIPIRINHA LN 269ML**,3,Sim
52723,1496585,CERVEJA SKOL BEATS GT LT 269ML,0,Sim
42588,1302579,CERVEJA SKOL BEATS LONG NECK GT 269ML,1,Sim
57437,1496587,CERVEJA SKOL BEATS SENSE LONG NEC 269ML*,0,Sim
30615,710472,CERVEJA SKOL FINA 269ML,1,Sim
17906,1487672,CERVEJA SKOL LITRINHO 300ML,0,Sim
78787,1488013,CERVEJA SKOL PACK 18 350ML,0,Sim
547900,1488107,CERVEJA SKOL PURO MALTE 269ML,0,Sim
39766,1191642,CERVEJA STELLA ARTOIS 330ML,0,Sim
17550,1496591,CHAMPANHE CHUVA DE PRATA ***,0,Sim
7896070000000,1488924,CHAMPANHE CHUVA DE PRATA ***,0,Sim
7896030000000,1031410,CHAMPANHE GOTAS DE CRISTAL ,0,Sim
2322,1298660,CHAMPANHE SIDRA CERESER ,2,Sim
7898280000000,1030553,CHAMPANHE SIDRA LIDER ,0,Sim
9711,1496594,CHAMPANHE SIDRA LIDER ,0,Sim
7891650000000,1030955,CHAVE COMBINADA 32MM MAYLE,0,Sim
7891120000000,1030604,CHICLETE BIG BIG MORANGO 315G,0,Sim
7896310000000,1488950,CHICLETE BLONG HOR/TUTTI/BLACK/BLUE 228G,0,Sim
7896040000000,1030168,CHICLETE SPLOW TUTTI AMERICANO 240G,0,Sim
7897190000000,1030577,CHICLETE TOFFANO GUMY BALL 420G,0,Sim
7909940000000,1489168,CHINELO TURMA DA MONICA INF,0,Sim
7898090000000,1030620,CHOCOLATE BICHO MANIA KIKAKAU 500G,0,Sim
53507,1496596,CHOCOLATE BIS LACTA LAKA ,0,Sim
35945,1496598,CHOCOLATE BIS OREO ,0,Sim
7622300000000,1488812,CHOCOLATE BIS OREO ,0,Sim
7895880000000,1488913,CHOCOLATE BOLINHA MARISBEL ,0,Sim
810812000000,1488750,CHOCOLATE BUONO AVELA 32G,0,Sim
7896410000000,1488963,CHOCOLATE EM PÓ SELECTA 32%CACAU,0,Sim
7898290000000,1030497,CHOCOLATE GRANULADO COLORIDO 150G MAVALE,0,Sim
7897080000000,1030392,"CHOCOLATE GRANULADO ESCURO HARALD 1,05KG",0,Sim
7613030000000,1488808,CHOCOLATE KIT KAT 4 FINGER 45G,0,Sim
7896420000000,1488965,CHOCOLATE M MS OVINHO AO LEITE 150G,0,Sim
28939,1487730,CIF DESEGORDURANTE 200ML,0,Sim
7891030000000,1488837,CIGARRO HOLLYWOOD ORIGINAL ,0,Sim
38643,1282405,CIMENTO COLA ACI 15KG INTERNO,0,Sim
74352,1488714,CIMENTO COLA ACI 20KG INTERNO***,0,Sim
5223,1488550,CIMENTO COLA ACII 15KG INTERNO/EXTERNO,0,Sim
74353,1488716,CIMENTO COLA ACII 20KG INTERNO/EXTERNO,0,Sim
354490,1488612,CIMENTO COLA ACIII 15KG INTERNO/EXTERNO,0,Sim
74354,1488718,CIMENTO COLA ACIII 20KG INTERNO/EXTERNO,0,Sim
4594,574158,CIMENTO POTY 50KG,2,Sim
7512,710532,CIMENTO POTY 50KG,1,Sim
210403,1488087,"COB P/SORV TACA SELECTA CARAM TOFFEE 1,3",0,Sim
7894900011517,424738,COCA-COLA 2L,6,Sim
7894900010015,280634,COCA-COLA 350ML ,20,Sim
7894900010046,279264,COCA-COLA 350ML ,0,Sim
49163,1496603,COCA-COLA ZERO 350ML,0,Sim
7896028030654,421121,COCO RALADO MENINA 100G,5,Sim
7896028030661,421120,COCO RALADO MENINA 50G,5,Sim
7898130000000,1030235,COCO RALADO PILAO 100G *D,0,Sim
105,670918,COCO SECO,0,Sim
109,673272,COCO VERDE,1,Sim
24769,1309720,COCO VERDE,0,Sim
7898901178033,505316,COLA MALUCA 3GR,2,Sim
4027,1274048,COLA MASSA DUREPOXI 100GR,0,Sim
4028,1283786,COLA MASSA DUREPOXI  50GR,2,Sim
46919,1488657,"COLA SUPERBONDER 1,5G",0,Sim
4029,574064,COLA SUPER BONDER 3G**,0,Sim
32577,1488610,COLA THREE BOND 12X3GR,0,Sim
11801100000000,1489182,COLORAL CASEIRO FORTALEZA 450G ,0,Sim
7890130000000,1488824,COLORAL CASEIRO IMPERIAL 500G,0,Sim
40903,1277668,COLORAL CASEIRO ITAPIPOCA 100G,1,Sim
40903000,1496609,COLORAL CASEIRO ITAPIPOCA 100G,0,Sim
5487550000000,1488784,COLORAL CASEIRO ITAPIPOCA 100G,0,Sim
40904,1292219,COLORAL CASEIRO ITAPIPOCA 500G,0,Sim
409040,1496614,COLORAL CASEIRO ITAPIPOCA 500G,0,Sim
40904000,1496612,COLORAL CASEIRO ITAPIPOCA 500G,0,Sim
5012350000000,1488780,COLORAL CASEIRO ITAPIPOCA 500G,0,Sim
75140,1496619,COLORAL PANELACO 100G,0,Sim
7898366932164,1496617,COLORAL PANELACO 100G,0,Sim
5390,1127581,CONDIC. KOLENE 300ML,0,Sim
7891176111064,418514,CONDIC. NEUTROX CLASSICO 230ML,9,Sim
7891180000000,1488857,CONDIC. NEUTROX CLASSICO 230ML,0,Sim
7898410000000,1030656,CONFEITO MAMA MANIA 34G,0,Sim
7896710000000,1031418,CONFEITO PIPPER CORACAO SORT. 500G SAM'S,0,Sim
1285,1125552,CONHAQUE DREHER,0,Sim
7896022610005,286116,CONHAQUE SAO JOAO DA BARRA 900ML,19,Sim
2920,1303218,COPO AMERICANO ,2,Sim
8534,593673,COPO AMERICANO ,1,Sim
7898339190225,1496626,COPO DESCARTAVEL 150ML,0,Sim
