ean,codigo,descricao,quant. imagens,importado
7898939720051,582289,COPO DESCARTAVEL 180ML,11,Sim
7896030892660,428420,COPO DESCARTAVEL 200ML,4,Sim
7898287900144,1496630,COPO DESCARTAVEL 250ML***,0,Sim
7898287990151,552072,COPO DESCARTAVEL 300ML ,15,Sim
7897312401945,594229,COPO DESCARTAVEL P/CAFE 50ML***,2,Sim
7896550000000,1488979,COQUETEL COROTE BAUMILHA C/LIMAO 500ML,0,Sim
7897280000000,1489027,CORDA VARAL Nº 10***,0,Sim
78972800000000,1489193,CORDA VARAL Nº5,0,Sim
7897281200242,596509,CORDA VARAL Nº5,1,Sim
7897320000000,1030293,CORDA VARAL Nº 7,0,Sim
17,1136365,COSTELA DE GADO **,0,Sim
16650,1496635,COTONETES FLOCONETES/COTTON LINE 75UN,0,Sim
7896970000000,1489004,CREME DE CHOCOLATE NUCITA MIX COPO 62G,0,Sim
27355,1286732,CREME DE LEITE BETANIA 200G,1,Sim
17927,1496638,CREME DE LEITE ITALAC CAIXINHA 200G,0,Sim
7896051114024,421041,CREME DE LEITE ITAMBE 200G,8,Sim
30604,1276568,CREME DE LEITE MOCOCA CAIXINHA 200G,0,Sim
55406,1496642,CREME DE LEITE TRIANGULO 200G,0,Sim
7896430000000,1488967,CREME DE LEITE TRIANGULO 200G,0,Sim
55794,1488675,CREME DEN COLG TOT 12 WHIT 90G***,0,Sim
27896,1290806,CREME DENTAL COLGATE 12X90G,0,Sim
7509546670898,1110488,CREME DENTAL COLGATE 180GR MPA,1,Sim
7793100000000,1488820,CREME DENTAL COLGATE 90GR (TOTAL 12),0,Sim
7793100111143,419592,CREME DENTAL COLGATE 90GR (TOTAL 12),58,Sim
72581,1496646,CREME DENTAL COLGATE 90G TOTAL12 CARVÃO ,0,Sim
55714,1496649,CREME DENTAL COLGATE ANTI TARTARO 90G,0,Sim
7891024132906,419541,CREME DENTAL COLGATE EXTRA WHITE 70GR,50,Sim
76921,1496652,CREME DENTAL COLGATE TOTAL 12 WHIT 90G,0,Sim
80919,1496654,CREME DENTAL COLGATE TRIPLA ACAO 120GR,0,Sim
48062,1496656,CREME DENTAL COLGATE TRIPLA ACAO 180GR,0,Sim
48063,1496658,CREME DENTAL COLGATE TRIPLA ACAO 90GR,0,Sim
7500435109109,469432,CREME DENTAL ORAL-B 1.2.3 MENTA 70G,13,Sim
63700,1487875,CREME DENTAL SORRISO 120GR ,0,Sim
7891528038001,419551,CREME DENTAL SORRISO 180GR ,49,Sim
7891530000000,1030716,CREME DENTAL SORRISO 180GR ,0,Sim
55700,1496662,CREME DENTAL SORRISO 70GR ,0,Sim
7891528030142,419555,CREME DENTAL SORRISO 90GR,57,Sim
7891528038568,419566,CREME DENTAL SORRISO 90GR,45,Sim
8552,593913,CREME DENTAL SORRISO 90GR,0,Sim
64937,1496667,CREME DENTAL SORRISO CARVAO ATIVADO 60G*,0,Sim
76915,1496669,CREME DENTAL SORRISO LIMPEZA COMPL. 140G,0,Sim
65602,1487879,CREME DENTAL SORRISO TRIPLA 220GR ,0,Sim
7891528038810,419573,CREME DENTAL TANDY MORAN GOST 50GR** ,39,Sim
56901,1487829,CREME DENTAL TANDY SORTIDO 50GR ,0,Sim
14575,1289042,CREME DENTAL TANDY T. FRUTTI 50GR ***,2,Sim
7891528038834,419837,CREME DENTAL TANDY UVAVENTURA 50GR***,39,Sim
185020,1496674,CREME NUTELLA AVELA 140G,0,Sim
7898020000000,1030334,CREME NUTELLA AVELA 350G,0,Sim
7898024394181,421084,CREME NUTELLA AVELA 350G,11,Sim
55332,1496677,CREME NUTELLA AVELA 650G ,0,Sim
40588,998260,CREME P/PENTEAR MONANGE 300ML P.TERM,1,Sim
23109,1290017,CREME SEDA ANTI NOS 300ML,0,Sim
7891150060883,548495,CREME SEDA BABOSA OLEOS 300ML,21,Sim
18043,1279971,CREME SEDA CACHOS 300ML,0,Sim
81280,1496682,CREME SEDA CACHOS KIDS 300ML,0,Sim
63827,1496684,CREME SEDA COLAGENO 300ML***,0,Sim
66655,1487886,CREME SEDA F. VERMELHAS E GENGIBRE***,0,Sim
17106,1496687,CREME SEDA KERAFORCE ORIGINAL 300ML,0,Sim
7891150027541,411278,CREME SEDA KERAFORCE ORIGINAL 300ML,23,Sim
13948,1496689,CREME SEDA LISO PERFEITO 300ML,0,Sim
7891150091436,1189077,CREME SEDA PREBIOTICO 300ML,7,Sim
13951,1496692,CREME SEDA PRETO LUMINOSOS 300ML ,0,Sim
13954,1496694,CREME SEDA SOS CERAMIDAS 300ML,0,Sim
56070,771516,CREMOGEMA CENOURA 180G ,2,Sim
7894000200057,421272,CREMOGEMA CHOCOLATE 180G,7,Sim
7894000200095,421271,CREMOGEMA MORANGO 180G,5,Sim
7894000200026,421274,CREMOGEMA TRADICIONAL 180G,11,Sim
54209,1496699,CREMOGEMA TRADICIONAL 380G,0,Sim
7509550000000,1488806,DA BI-O 72H MASC. 150ML EXT.ICE MASC.,0,Sim
66443,1487884,DES. AERO. DOVE GO FRESH PERA 100G***,0,Sim
7898123120879,1496702,DESENGORDURANTE JUA 500ML,0,Sim
33513,1496706,DESINF. ALKINDA  FLORAL 1L,0,Sim
3351300,1496704,DESINF. ALKINDA  FLORAL 1L,0,Sim
33520,1496709,DESINF. ALKINDA FLORAL 2L,0,Sim
62792,1496711,DESINF. ALKINDA IGUATEMI  1L,0,Sim
62793,1496713,DESINF. ALKINDA IGUATEMI 2L,0,Sim
33514,1296305,DESINF. ALKINDA LAVANDA 1L,1,Sim
33517,1496716,DESINF. ALKINDA LAVANDA 2L,0,Sim
33515,1302077,DESINF. ALKINDA  LIMAO 1L,0,Sim
33519,1496718,DESINF. ALKINDA LIMAO 2L ,0,Sim
13762,681236,DESINF. ECONOMICO CITRUS 1L,0,Sim
13765,1496721,DESINF. ECONOMICO FLORAL 1L,0,Sim
36063,1496723,DESINF. ECONOMICO HERBAL 1L,0,Sim
7897312400252,838650,DESINF. ECONOMICO JASMIN 1L,2,Sim
13767,1496726,DESINF. ECONOMICO LAVANDA 1L,0,Sim
36064,1496728,DESINF. ECONOMICO MARINE 1L,0,Sim
2444900,1496730,DESINF. ECONOMICO PINHO/EUCALIPTO 1L,0,Sim
68462,1496743,DESINFETANTE JUA F. CAMPO 1L,0,Sim
68463,1496745,DESINFETANTE JUA F. CAMPO 2L,0,Sim
68428,1496747,DESINFETANTE JUA FLORAL 1L,0,Sim
68429,1496749,DESINFETANTE JUA FLORAL 2L,0,Sim
68460,1496751,DESINFETANTE JUA HERBAL 1L,0,Sim
68461,1496753,DESINFETANTE JUA HERBAL 2L,0,Sim
68431,1496755,DESINFETANTE JUA LAVANDA 1L,0,Sim
68433,1496757,DESINFETANTE JUA LAVANDA 2L,0,Sim
68434,1496759,DESINFETANTE JUA LIMAO 1L,0,Sim
68435,1496761,DESINFETANTE JUA LIMAO 2L,0,Sim
65208,1496732,DESINF. ISABEL CITRUS 1L,0,Sim
7898928311321,913691,DESINF. ISABEL FLORAL 1L,0,Sim
55464,1496735,DESINF. ISABEL JASMIN 1L,0,Sim
7898928311413,913693,DESINF. ISABEL LAVANDA 1L,0,Sim
7898928311444,913687,DESINF. ISABEL MIX 1L ,0,Sim
65209,1496739,DESINF. ISABEL OCEANO 1L,0,Sim
70213,1496741,DESINF. LIMPA SIM JASMIN LIMPA SIM 2L,0,Sim
66684,1487888,DESINF. LIMP.PERF. FLORAL LIMPA SIM 2L,0,Sim
70537,1487920,DESINF. LIMP.PERF. JASMIM LIMPA SIM 1L**,0,Sim
59154,1487843,DESINF. LIMP.PERF. LUX LIMPA SIM 2L,0,Sim
59152,1487841,DESINF. LIMP.PERF. VINOLIA LIMPA SIM 1L,0,Sim
59156,1487845,DESINF. LIMP.PERF. VINOLIA LIMPA SIM 2L,0,Sim
7897420000000,1489039,DESINF. MARILUX PINHO E BAMBOO 1LT,0,Sim
7791293033242,556091,DESOD. AEROSOL DOVE ANTIBACT 89G,24,Sim
7791293033235,544389,DESOD. AEROSOL DOVE BEAUTY FINISH 89GR*,27,Sim
7791293012087,406782,DESOD. AEROSOL DOVE CLEAN C.TOTAL 150ML,33,Sim
7791293033266,556087,DESOD. AEROSOL DOVE GO FRESH ROMA 89G,26,Sim
7506306241176,482991,DESOD. AEROSOL DOVE INVISIBLE DRY 89G,33,Sim
40661,1282764,DESOD. AEROSOL DOVE POWDER SO 100G,1,Sim
7891150063747,927469,DESOD. AEROSOL DOVE SECRETS RELAXA 150ML,9,Sim
7506306241183,482997,DESOD. AEROSOL DOVE TRADICIONAL 100GR,40,Sim
7898590000000,1030634,DESOD. AEROSOL FEM GARNIER BIO-O INV.BLA,0,Sim
40947,1311604,DESOD.AEROSOL GARNIER BIO-OINV.BLA  MASC,1,Sim
7899710000000,1030559,DESOD.AEROSOL GARNIER BIO-O PELE MOR FEM,0,Sim
7891350000000,1031364,DESOD. AEROSOL MONANGE FRUTAS VERM 150ML,0,Sim
4005810000000,1488764,DESOD.AEROSOL NIVEA DERMO CLAREADOR 3EM1,0,Sim
4005900000000,1488766,DESOD. AEROSOL NIVEA DRY COMFORT FEMIN,0,Sim
7791290000000,1488818,DESOD. DOVE DERMO ACLARANT 100GR,0,Sim
66442,1487882,DESOD.  DOVE GO FRESH AMORA 100GR **,0,Sim
7506080000000,1488798,DESOD. GARNIER CLARIFY 150ML,0,Sim
7899030000000,1489131,DESOD. GARNIER MEN  PROT. 5 I MASC 150ML,0,Sim
7896806700021,419228,DESOD. LEITE DE ROSAS 100ML,19,Sim
17126,672480,DESOD. LEITE DE ROSAS  170ML,0,Sim
7896806700014,419219,DESOD. LEITE DE ROSAS  60ML,18,Sim
67629,1488696,DESOD. REXONA ANTIBACTERIAL/INVIS 150G ,0,Sim
70736,1496776,DESOD. REXONA  ANTIBACTERIAL PROTEC 150G,0,Sim
7506310000000,1488802,DESOD. REXONA  ANTIBACTERIAL PROTEC 150G,0,Sim
7891150054653,483034,DESOD. REXONA ERVA DOCE 150G,40,Sim
72337,1496782,DESOD. REXONA FEM ACTIVE EMOTION 150ML,0,Sim
16942,1298580,DESOD. REXONA FEM BAMBOO 150G ,0,Sim
77991300000000,1489187,DESOD. REXONA FEM BAMBOO 150G ,0,Sim
7791293032481,469483,DESOD. REXONA FEM  INVISIBLE 150G,43,Sim
7791293032436,469482,DESOD. REXONA FEM POWDER 150G,38,Sim
54077,1487795,DESOD. REXONA FL. BRANCAS 150G,0,Sim
49358,1496779,DESOD. REXONA F.VERMELHA 150G,0,Sim
40658,1496786,DESOD. REXONA IMPACTO 150G,0,Sim
20139,1496789,DESOD. REXONA MEN ACTIVE DRY 150G,0,Sim
7791293022598,410294,DESOD. REXONA MEN ACTIVE DRY 150G,36,Sim
7791293022635,409570,DESOD. REXONA MEN INVISIBLE 150G,34,Sim
13917,1298846,DESOD. REXONA MEN V-08/V-12 150G,0,Sim
70737,1487922,DESOD. REXONA NOW UNITE TRADIC 150G,0,Sim
78931220,440078,DESOD. REXONA ROLL-ON NAT/PROTECTIO 50ML,0,Sim
54076,1487793,DESOD. REXONA SH. DAS PODER 150G ,0,Sim
7891150055872,556374,DESOD.  REXONA S/PERFUME 150G ,26,Sim
78928084,438408,DESOD. REXONA TEENS ROLL-ON LOVE 50ML,3,Sim
78925496,437266,DESOD. REXONA TEENS ROLL- ON MUSI/F 50ML,1,Sim
13910,1496764,DESOD.  REXONA XTRACOOL 150G ,0,Sim
43586,1302622,DES. REXONA ANTIBAC. PROTECTION 150G***,0,Sim
55205,1496832,DETERGENTE L. FACIL CLEAR 500ML**,0,Sim
71252,1496834,DETERGENTE UNOLAR CAPIM 500ML,0,Sim
7896650000000,1488984,DETERGENTE UNOLAR CAPIM 500ML,0,Sim
71251,1496836,DETERGENTE UNOLAR CLEAR 500ML,0,Sim
71948,1496838,DETERGENTE UNOLAR GOURMET 500ML,0,Sim
7896654100295,1496840,DETERGENTE UNOLAR LIMAO 500ML,0,Sim
7896654100301,1496842,DETERGENTE UNOLAR MACA 500ML,0,Sim
7896654100288,1496844,DETERGENTE UNOLAR NEUTRO 500ML,0,Sim
49268,1496793,DETERG. FC ECONOMICO CLEAR 500ML **,0,Sim
17926,1496795,DETERG. FC ECONOMICO COCO 500ML***,0,Sim
13770,711205,DETERG. FC ECONOMICO LIMAO 500ML**,1,Sim
7897312400177,838638,DETERG. FC ECONOMICO MACA 500ML***,2,Sim
13808,1496799,DETERG. FC ECONOMICO NEUTRO 500ML***,0,Sim
68436,1496801,DETERG. JUA CLEAN 500ML,0,Sim
68452,1496803,DETERG. JUA COCO 500ML,0,Sim
68437,1496805,DETERG. JUA LIMAO 500ML,0,Sim
68438,1496807,DETERG. JUA MACA 500ML,0,Sim
68439,1496809,DETERG. JUA NEUTRO 500ML,0,Sim
13809,1496811,DETERG. LIMPOL COCO 500ML,0,Sim
7891022100372,115903,DETERG. LIMPOL CRISTAL 500ML,25,Sim
13811,1496814,DETERG. LIMPOL JABUTICABA 500ML,0,Sim
47587,1008371,DETERG. LIMPOL LAVANDA 500ML,0,Sim
17961,1294491,DETERG. LIMPOL LIMAO 500ML,0,Sim
7891022639001,111697,DETERG. LIMPOL MACA 500ML,26,Sim
17962,1294309,DETERG. LIMPOL NEUTRO 500ML,0,Sim
48409,1496820,DETERG. LIMPOL TANGERINA 500ML,0,Sim
36160,1287004,DETERG. OTIMO BRILHO NATURAL 500ML ,1,Sim
35789,1487758,DETERG. RETIRO LIMAO 500ML,0,Sim
35788,1487756,DETERG. RETIRO MACA 500ML,0,Sim
35787,1487754,DETERG. RETIRO NEUTRO 500ML,0,Sim
43556,1292769,DETERG. YPE CAPIM-LIMAO 500ML,0,Sim
13813,1496824,DETERG. YPE CLEAR 500ML,0,Sim
47455,1496826,DETERG. YPE CLEAR CARE 500ML***,0,Sim
7896098900239,420195,DETERG. YPE COCO 500ML,23,Sim
13815,1284207,DETERG. YPE LIMAO 500ML,2,Sim
13816,1308338,DETERG. YPE MACA 500ML,0,Sim
17964,1275058,DETERG. YPE NEUTRO 500ML,0,Sim
17932,671121,DETERG. YPE SOFT CARE 500ML,0,Sim
9788530000000,1489180,DISNEY SOLAPA GRANDE COLORIR- PIXAR,0,Sim
7898186840021,1496846,DOCE DE BANANA LIMOEIRO 250G,0,Sim
7898951844025,1496848,DOCE DE BANANA LIMOEIRO 500G,0,Sim
73192,1488712,DOCE DE BANANA POTIGUAR 250G***,0,Sim
7898190000000,1030194,DOCE DE BANANA POTIGUAR 500G***,0,Sim
18398,1496850,DOCE DE GOIABA LIMOEIRO 250G,0,Sim
7896235800026,1496852,DOCE DE GOIABA LIMOEIRO 500G,0,Sim
73193,1496854,DOCE DE GOIABA POTENGI 250G,0,Sim
731933,1488115,DOCE DE GOIABA POTENGI 250G,0,Sim
73191,1487954,DOCE DE GOIABA POTIGUAR 250G,0,Sim
34936,1282025,DOCE DE LEITE E BRANCO VAPT VUPT,0,Sim
29967,1487734,DOCE DE LEITE PINGO DE LEITE 500G,0,Sim
71439,1496856,DUETO ERVILHA+MILHO PREDILECTA 170G,0,Sim
7896290000000,1488948,DUETO ERVILHA+MILHO PREDILECTA 170G,0,Sim
66173,1496858,DUETO ERVILHA+MILHO QUERO 170G,0,Sim
7899660000000,1489141,DUETO ERVILHA+MILHO STELLA DORO 170G **,0,Sim
7898905153036,421872,DUETO ODERICH  200G,0,Sim
33740,1487742,EMBALAGEM PLASTICA 1KG,0,Sim
7896200000000,1488936,EMBALAGEM P/ PIZZA GRANDE (PCT/25) N.35,0,Sim
14110,1487658,EMBALAGEM P/QUENTINHA MANUAL,0,Sim
14111,1487660,EMBALAGEM P/QUENTINHA MAQUINA,0,Sim
21838,1289915,EMBALAGEM TRANSP.PLAST (SALGADO) C/10,0,Sim
5032090000000,1488782,ENERGETICO HYPE TROP. 250ML***,0,Sim
58719,1487837,ENERGETICO RED BULL 250ML C/ 06,0,Sim
58720,1487839,ENERGETICO RED BULL 250ML C/08,0,Sim
58721,1488688,ENERGETICO RED BULL 250ML C/24,0,Sim
9002490000000,1489178,ENERGETICO RED BULL LATAO 355ML,0,Sim
60127,1496861,ENERGETICO RED BULL ZERO ACUCAR 250ML  ,0,Sim
611269000000,1488732,ENERGETICO RED BULL ZERO ACUCAR 250ML  ,0,Sim
7897400000000,1489037,ENERGETICO TNT PESSEGO 269ML,0,Sim
14085,1496863,ERVILHA ODERICH 200G,0,Sim
7891528016504,419691,ESCOVA ADULTO SORRISO ,41,Sim
7899440000000,1489135,ESCOVA ADUTO C/PROTETOR (SENHORZINHO),0,Sim
7898510000000,1030330,ESCOVA DENTAL B-DENT,0,Sim
7891024024386,419685,ESCOVA DENTAL COLGATE ESSE CLEAN,45,Sim
7891024184608,405096,ESCOVA DENTAL COLGATE PREMIER CLEAN,41,Sim
7898580000000,1030485,ESCOVA DENTAL FB MAX MACIA ADULTA,0,Sim
43157,1293109,ESCOVA DENTAL NOBRE CLEAR ADULTO,1,Sim
43158,1283456,ESCOVA DENTAL NOBRE CLEAR INFANTIL,1,Sim
70296,1487918,ESCOVA DENTAL SORRISO LIMPEZA COMPLETA,0,Sim
7898500000000,1030322,ESCOVA DENTAL SORTIDA INFANTIL **,0,Sim
7899960000000,1031217,ESCOVA DENT INF C/PROTETOR (SENHORZINHO),0,Sim
7896808100065,581551,ESCOVA OVAL MADEIRA VIWACE/GURGEL,1,Sim
27516,1297695,ESCOVA OVAL PLASTICO VIWACE/CRISTAL,1,Sim
5380,1487608,ESPANADOR TUCUN,0,Sim
7899250000000,1489207,ESPELHO FREIO TZ TIT 99 ,0,Sim
58108,750509,ESPETO P/CHURRASCO DE BAMBU BOMPACK,4,Sim
38516,1488628,ESPETO P/CHURRASCO THEOTO 50UND,0,Sim
7891330000000,1031245,ESPETO P/CHURRASCO THEOTO C/100,0,Sim
7891040003174,420134,ESPONJA DUPLA FACE 3M,5,Sim
43807,1302762,ESPONJA DUPLA FACE BRILHUS,1,Sim
7530,1126723,ESPONJA DUPLA F. JEITOSA,0,Sim
7896000000000,1031018,ESPONJA DUPLA F. JEITOSA,0,Sim
53169,1487791,ESPUM. CELEBRATION BRUT 750ML,0,Sim
7891080000000,1488844,ESPUM. CHANDON BRUT BCO 750ML,0,Sim
7899780000000,1489149,ESTALOS DE SALAO,0,Sim
28492,1281236,EXTRATO DE ALHO FOLHA VERDE 500ML,0,Sim
50939,1487789,EXTRATO DE ALHO LORD 500ML,0,Sim
7896108300042,1029925,EXTRATO DE ALHO REGINA 500ML ,1,Sim
58608,1496876,EXTRATO DE TOMATE OLE VD 190 G,0,Sim
7891032015505,421954,EXTRATO DE TOMATE OLE VD 190 G,19,Sim
37891100000000,1030642,FACA PEIXE Nº 10 TRAMONTINA,0,Sim
7909710000000,1489213,FAKINI LEGGING BASICA R:109808204,0,Sim
858900,1488121,FARELO DE MILHO 40KG,0,Sim
859000,1488123,FARELO DE SOJA 50KG,0,Sim
1148,1299474,FARELO DE TRIGO 30KG,2,Sim
40042,1297343,FARINHA AMARELA DONA DE/ITAGUARY 1KG,1,Sim
7908120000000,1489152,FARINHA AMARELA TIO MARCIO 1KG**,0,Sim
75340,1487969,FARINHA BRANCA 1KG,0,Sim
1303,727444,FARINHA BRANCA 50KG,2,Sim
154070,1488059,FARINHA D'AGUA 1KG ,0,Sim
78362,1488001,FARINHA D'AGUA 50KG,0,Sim
15812,1487665,FARINHA D'AGUA PUBA 50KG,0,Sim
7536,711181,FARINHA D.BENTA C/FERMENTO 1KG,1,Sim
7537,711210,FARINHA D.BENTA COMUM 1KG,1,Sim
28916,1488552,FARINHA DE OSSO CALCINADA **,0,Sim
12741,1487644,FARINHA DE TRIGO D.BENTA PROF 50KG,0,Sim
51996,1496881,FARINHA DE TRIGO FINNA C/FERMENTO 1KG,0,Sim
14104,1496883,FARINHA DE TRIGO FINNA S/FERMENTO 1KG,0,Sim
13923,1487650,FARINHA DE TRIGO MEDALHA DE OURO 50KG,0,Sim
7891000252604,276221,FARINHA LACTEA LATA 360G,13,Sim
76320,1496886,FARINHA LACTEA REFIL 160G,0,Sim
75440,1496888,FARINHA LACTEA REFIL 210 G,0,Sim
49398,730319,FARINHA LACTEA REFIL 600 G ,2,Sim
20392,1304244,FECULA AMAFIL GRANULADA MEDIA 500G,2,Sim
13404,678768,FECULA AMAGIL GRANULADA MEDIA 500G,0,Sim
7898320000000,1030275,FECULA JURITI  1KG,0,Sim
7898113940039,806140,FECULA LOPES 1KG,1,Sim
7898110000000,1030219,FECULA LOPES POLVILHO DOCE 1KG,0,Sim
56278,1488677,FEIJAO CARIOCA DA CASA 1KG,0,Sim
32592,1496896,FEIJAO CARIOCA DONA DE 1KG,0,Sim
325920,1496894,FEIJAO CARIOCA DONA DE 1KG,0,Sim
70145,1496898,FEIJAO CARIOCA GOSTOZZO 1KG,0,Sim
76871,1496900,FEIJAO CARIOCA PRECIOSO 1KG,0,Sim
59112,1496902,FEIJAO CARIOCA REIS 1KG,0,Sim
59690,1496904,FEIJAO CARIOCA TIA DORA 1KG,0,Sim
574660,1488109,FEIJAO CARIOCA TIO CHICO 1KG,0,Sim
7908620000000,1489157,FEIJAO CARIOCA VO ANA 1KG,0,Sim
618232000000,1488734,FEIJAO DE CORDA BAHIA (SEMPRE VERDE) 1KG,0,Sim
30392,1496906,FEIJAO DE CORDA DA CASA 1KG,0,Sim
62465,1496908,FEIJAO DE CORDA DONA DE 1KG,0,Sim
58798,1496910,FEIJAO DE CORDA PRECIOSO 1KG,0,Sim
70146,1496912,FEIJAO DE CORDA TIA DORA 1KG,0,Sim
60893,1488690,FEIJAO PRETO DA MESA1KG,0,Sim
7550,1126986,FEIJAO PRETO DONA DE 1KG,0,Sim
56154,1496915,FEIJAO PRETO GOSTOZZO 1KG,0,Sim
7896390000000,1488961,FEIJAO PRETO GOSTOZZO 1KG,0,Sim
70266,1487916,FEIJAO PRETO ITAGUARY 1KG,0,Sim
57644,1487833,FEIJAO PRETO KICALDO 1KG,0,Sim
60789,1496917,FEIJAO PRETO NO PONTO1K,0,Sim
70724,1496919,FEIJAO PRETO PINHEIRO 1K,0,Sim
56136,1496923,FEIJAO PRETO PRECIOSO 1KG,0,Sim
561360,1496921,FEIJAO PRETO PRECIOSO 1KG,0,Sim
7899680000000,1489144,FEIJAO PRETO TIA DORA 1KG,0,Sim
70928,1487926,FEIJAO PRETO VO MANNY 1KG,0,Sim
7896031224583,421869,FEIJOADA BORDON 430G,7,Sim
18840,1299806,FEIJOADA BORDON 830 G***,0,Sim
57833,1496927,FEIJOADA ODERICH 420G,0,Sim
7896005279489,280099,FERMENTO D.BENTA 100G,18,Sim
7896005271964,278087,FERMENTO FERMIX 10G**,3,Sim
18054,1294679,FERMENTO ROYAL 100G,0,Sim
7898083662009,1496932,FILME DE PVC TRANSPARENTE 28CMX30M,0,Sim
7898970000000,1030999,FILME DE PVC TRANSPARENTE 28CMX30M,0,Sim
7898083661996,1496934,FILME DE PVC TRANSPARENTE 28X15M,0,Sim
7898930000000,1030201,FILME DE PVC TRANSPARENTE 400MT,0,Sim
6958000000000,1488790,FITA DUREX LARGA TRANS. GDR DISTR.***,0,Sim
7898907916011,581411,FLANELA CORES VARIADAS,0,Sim
40076,1277465,FLOCAO DE MILHO DONA CLARA 500G,1,Sim
55379,1496938,FLOCAO DE MILHO SERRAMIL 500G,0,Sim
7896340820100,1496940,FLOCAO DE MILHO VITAMILHO 500G,0,Sim
38813,996048,FOGUETE  BOUQUET DE CORES,0,Sim
33323,1487740,FOGUETE COLORIDO,0,Sim
18377,1487683,FONDANT DE LEITE BALSAMO,0,Sim
7898370000000,1030436,FORMICIDA KELLMICIDA PU 4X250G,0,Sim
7898374664231,1496942,FORMICIDA KELLMICIDA PU 4X250G,0,Sim
7555001,1496946,FOSFORO GABOARDI UND C/10,0,Sim
75551,1496944,FOSFORO GABOARDI UND C/10,0,Sim
7898060000000,1031126,FRALDA DESC. CREMER PRATICA PEQ C/32,0,Sim
37041,1496950,FRALDA DESC. ENLACE BABY HIPER XG C/52 *,0,Sim
24009,1309605,FRALDA DESC ENLACE BABY  MEGA G/38***,0,Sim
24010,1304994,FRALDA DESC. ENLACE BABY MEGA M C/44**,0,Sim
152313,1496953,FRALDA DESC. HIPOPO CONF. JUMB XXG C/22*,0,Sim
7899700000000,785558,FRALDA DESC. HIPOPO CONF. JUMB XXG C/22*,0,Sim
7898931019023,814617,FRALDA DESC. HIPOPO ECON M C/50,0,Sim
7898931019016,816757,FRALDA DESC. HIPOPO ECON P C/56,0,Sim
69740,1496962,FRALDA DESC. HIPOPO JUMBO M 42 UND***,0,Sim
69741,1496964,FRALDA DESC. HIPOPO JUMBO XG C/32 UND*,0,Sim
7899700800521,1338624,FRALDA DESC. HIPOPO JUM G C/16,0,Sim
7899700800514,1338588,FRALDA DESC. HIPOPO JUM M C/18,0,Sim
7899700800507,1338562,FRALDA DESC. HIPOPO JUM P C/20,0,Sim
7899700800538,813627,FRALDA DESC. HIPOPO JUM XG C/12,0,Sim
7899700800545,815120,FRALDA DESC. HIPOPO JUM XXG C/12,0,Sim
7899700800194,814289,FRALDA DESC. HIPOPO MEGA G C/70,0,Sim
7899700800187,814287,FRALDA DESC. HIPOPO MEGA M C/80,0,Sim
7899700800170,818851,FRALDA DESC. HIPOPO MEGA P C/90,0,Sim
54044,1496969,FRALDA DESC. HIPOPO MEGA XG C/60,0,Sim
7899700800323,817463,FRALDA DESC. HIPOPO MEGA XXG C/50,0,Sim
62554,1496972,FRALDA DESC. HIPOPO SHORT JUM G/30UN,0,Sim
81189,1488055,FRALDA DESC. HIPOPO SHORT JUM G C/26UN,0,Sim
62080,1496974,FRALDA DESC. HIPOPO SHORT JUM M C/36UN,0,Sim
59818,1496976,FRALDA DESC. HIPOPO SHORT JUM XXG C/14,0,Sim
7896007543915,419515,FRALDA DESC. HUG CALCA SUP MEGA G C/30,10,Sim
63521,1487873,FRALDA DESC. HUGGIES SHORT XXG C/14***,0,Sim
59884,1487853,FRALDA DESC.HUGGIES T PROT SUPER. G C/9,0,Sim
59885,1487855,FRALDA DESC.HUGGIES T PROT SUPER. M C/10,0,Sim
78817,1496979,FRALDA DESC. INT PLENTY CARE G/XG 16UN,0,Sim
78819,1496981,FRALDA DESC. INT PLENTY CARE P/M 16UN,0,Sim
56004,1347235,FRALDA DESC. KISSES REGULAR G C/8,0,Sim
56013,1496984,FRALDA DESC. KISSES REGULAR M C/9,0,Sim
72135,1496986,FRALDA DESC. KISSES REGULAR P C/9,0,Sim
56005,1347237,FRALDA DESC. KISSES REGULAR XG C/8,0,Sim
7896104994047,818815,FRALDA DESC. MILI LOVE CARE JUM G C/24,1,Sim
7896104994054,818914,FRALDA DESC. MILI LOVE CARE JUM M C/26,2,Sim
7896100000000,483909,FRALDA DESC. MILI LOVE CARE JUM P C/28,0,Sim
7896104994061,957265,FRALDA DESC. MILI LOVE CARE JUM P C/28,1,Sim
7896104994030,816207,FRALDA DESC. MILI LOVE CARE JUM XG C/22,1,Sim
7896104994023,957261,FRALDA DESC. MILI LOVE CARE JUM XXG C/20,1,Sim
7898150000000,1031110,FRALDA DESC. PANDA ECO XXG C/12 ,0,Sim
7898160000000,1030184,FRALDA DESC. SAPEKA COMUM GDE C/6,0,Sim
7899700800330,816759,FRALDA  HIPOPO ECON XXG C/38 ,0,Sim
7560,1192052,FUMO ROCHA 1KG,0,Sim
36868,1488619,GAS COMPLETO,0,Sim
8436,591728,GAS  P13 (SO LIQUIDO),1,Sim
84360,1496996,GAS  P13 (SO LIQUIDO),0,Sim
843600,1496994,GAS  P13 (SO LIQUIDO),0,Sim
936,711456,GAS  P13 (SO LIQUIDO),0,Sim
62247,731000,GAS TROPIGAS P20 (SO LIQUIDO),4,Sim
